,datetimestamp,AphA,Conn,Conn_WinTms,Hz,OutPFSet,OutPFSet_RmpTms,PF,PhVphA,Ris,St,StActCtl,VA,VAMax,VAr,VArMaxPct,VArPct_RmpTms,VRef,W,WH,WMaxLimPct,WMaxLimPct_RmpTms,DCV,DCA,DCW,time,day,hour,min,sec
200,2024-02-22 19:37:37,26.02,1,0,60,10,0,-100,240.1,655.35,4,0,6244.016,563.25,14,0,0,614.4,6244,82580008,100,0,369.8,17.39,6430.822,2024-02-22 13:37:37-06:00,3,13,37,37
201,2024-02-22 19:37:38,26.02,1,0,60,10,0,-100,240.1,655.35,4,0,6244.016,563.25,14,0,0,614.4,6244,82580008,100,0,366.3,17.82,6527.466,2024-02-22 13:37:38-06:00,3,13,37,38
202,2024-02-22 19:37:40,26.77,1,0,60,10,0,-100,240.2,655.35,4,0,6438.015,563.25,14,0,0,614.4,6438,82580016,100,0,369.35,17.81,6578.124,2024-02-22 13:37:40-06:00,3,13,37,40
203,2024-02-22 19:37:41,26.77,1,0,60,10,0,-100,240.2,655.35,4,0,6438.015,563.25,14,0,0,614.4,6438,82580016,100,0,369.35,17.81,6578.124,2024-02-22 13:37:41-06:00,3,13,37,41
204,2024-02-22 19:37:42,26.63,1,0,60,10,0,-100,240.2,655.35,4,0,6401.348,563.25,13.667,0,0,614.4,6401.333,82580016,100,0,365.95,17.42,6374.849,2024-02-22 13:37:42-06:00,3,13,37,42
205,2024-02-22 19:37:43,26.35,1,0,60,10,0,-100,240.2,655.35,4,0,6328.013,563.25,13,0,0,614.4,6328,82580016,100,0,365.95,17.42,6374.849,2024-02-22 13:37:43-06:00,3,13,37,43
206,2024-02-22 19:37:45,25.9,1,0,60,10,0,-100,240,655.35,4,0,6218.014,563.25,13,0,0,614.4,6218,82580016,100,0,369.3,17.28,6381.504,2024-02-22 13:37:45-06:00,3,13,37,45
207,2024-02-22 19:37:46,26.087,1,0,59.993,10,0,-100,240.067,655.35,4,0,6268.682,563.25,13.667,0,0,614.4,6268.667,82580021.333,100,0,366.1,17.82,6523.902,2024-02-22 13:37:46-06:00,3,13,37,46
208,2024-02-22 19:37:47,26.18,1,0,59.99,10,0,-100,240.1,655.35,4,0,6294.016,563.25,14,0,0,614.4,6294,82580024,100,0,366.1,17.82,6523.902,2024-02-22 13:37:47-06:00,3,13,37,47
209,2024-02-22 19:37:48,26.42,1,0,59.993,10,0,-100,240.167,655.35,4,0,6355.349,563.25,14,0,0,614.4,6355.333,82580024,100,0,370.95,17.68,6558.396,2024-02-22 13:37:48-06:00,3,13,37,48
210,2024-02-22 19:37:49,26.9,1,0,60,10,0,-100,240.3,655.35,4,0,6478.015,563.25,14,0,0,614.4,6478,82580024,100,0,370.95,17.68,6558.396,2024-02-22 13:37:49-06:00,3,13,37,49
211,2024-02-22 19:37:51,26.58,1,0,60,10,0,-100,240.3,655.35,4,0,6388.015,563.25,14,0,0,614.4,6388,82580032,100,0,371.2,17.64,6547.968,2024-02-22 13:37:51-06:00,3,13,37,51
212,2024-02-22 19:37:52,26.43,1,0,60,10,0,-100,240.25,655.35,4,0,6388.015,563.25,14,0,0,614.4,6351,82580032,100,0,365.95,17.56,6426.082,2024-02-22 13:37:52-06:00,3,13,37,52
213,2024-02-22 19:37:53,26.28,1,0,60,10,0,-100,240.2,655.35,4,0,6388.015,563.25,14,0,0,614.4,6314,82580032,100,0,365.95,17.56,6426.082,2024-02-22 13:37:53-06:00,3,13,37,53
214,2024-02-22 19:37:54,26.28,1,0,60,10,0,-100,240.2,655.35,4,0,6388.015,563.25,14,0,0,614.4,6314,82580032,100,0,369,17.19,6343.11,2024-02-22 13:37:54-06:00,3,13,37,54
215,2024-02-22 19:37:56,26.03,1,0,60,10,0,-100,240.2,655.35,4,0,6262.016,563.25,14,0,0,614.4,6262,82580040,100,0,369,17.19,6343.11,2024-02-22 13:37:56-06:00,3,13,37,56
216,2024-02-22 19:37:57,26.03,1,0,60,10,0,-100,240.2,655.35,4,0,6262.016,563.25,14,0,0,614.4,6262,82580040,100,0,369,17.19,6343.11,2024-02-22 13:37:57-06:00,3,13,37,57
217,2024-02-22 19:37:58,25.863,1,0,60,10,0,-100,240.167,655.35,4,0,6220.682,563.25,14,0,0,614.4,6220.667,82580040,100,0,368.05,16.84,6197.962,2024-02-22 13:37:58-06:00,3,13,37,58
218,2024-02-22 19:37:59,25.53,1,0,60,10,0,-100,240.1,655.35,4,0,6138.016,563.25,14,0,0,614.4,6138,82580040,100,0,368.05,16.84,6197.962,2024-02-22 13:37:59-06:00,3,13,37,59
219,2024-02-22 19:38:01,25.48,1,0,60,10,0,-100,240.2,655.35,4,0,6128.016,563.25,14,0,0,614.4,6128,82580048,100,0,371.4,17.51,6503.214,2024-02-22 13:38:01-06:00,3,13,38,1
220,2024-02-22 19:38:02,25.95,1,0,60,10,0,-100,240.2,655.35,4,0,6228.016,563.25,14,0,0,614.4,6228,82580048,100,0,368.55,17.51,6453.31,2024-02-22 13:38:02-06:00,3,13,38,2
221,2024-02-22 19:38:03,25.95,1,0,60,10,0,-100,240.2,655.35,4,0,6228.016,563.25,14,0,0,614.4,6228,82580048,100,0,368.55,17.51,6453.31,2024-02-22 13:38:03-06:00,3,13,38,3
222,2024-02-22 19:38:04,26.133,1,0,60,10,0,-100,240.233,655.35,4,0,6273.349,563.25,14,0,0,614.4,6273.333,82580050.667,100,0,370.9,17.57,6516.713,2024-02-22 13:38:04-06:00,3,13,38,4
223,2024-02-22 19:38:05,26.5,1,0,60,10,0,-100,240.3,655.35,4,0,6364.016,563.25,14,0,0,614.4,6364,82580056,100,0,370.9,17.57,6516.713,2024-02-22 13:38:05-06:00,3,13,38,5
224,2024-02-22 19:38:07,26.54,1,0,60,10,0,-100,240.3,655.35,4,0,6378.015,563.25,14,0,0,614.4,6378,82580056,100,0,370.55,17.54,6499.447,2024-02-22 13:38:07-06:00,3,13,38,7
225,2024-02-22 19:38:08,26.227,1,0,60,10,0,-100,240.3,655.35,4,0,6304.68,563.25,12.667,0,0,614.4,6304.667,82580056,100,0,370.6,17.09,6333.554,2024-02-22 13:38:08-06:00,3,13,38,8
226,2024-02-22 19:38:09,26.07,1,0,60,10,0,-100,240.3,655.35,4,0,6268.012,563.25,12,0,0,614.4,6268,82580056,100,0,370.6,17.09,6333.554,2024-02-22 13:38:09-06:00,3,13,38,9
227,2024-02-22 19:38:10,26.07,1,0,60,10,0,-100,240.3,655.35,4,0,6268.012,563.25,12,0,0,614.4,6268,82580056,100,0,370.45,17.29,6405.08,2024-02-22 13:38:10-06:00,3,13,38,10
228,2024-02-22 19:38:11,25.88,1,0,60,10,0,-100,240.2,655.35,4,0,6218.014,563.25,13,0,0,614.4,6218,82580064,100,0,370.45,17.29,6405.08,2024-02-22 13:38:11-06:00,3,13,38,11
229,2024-02-22 19:38:13,25.97,1,0,60,10,0,-100,240.2,655.35,4,0,6238.018,563.25,15,0,0,614.4,6238,82580064,100,0,368.15,17.27,6357.95,2024-02-22 13:38:13-06:00,3,13,38,13
230,2024-02-22 19:38:14,26.137,1,0,60,10,0,-100,240.267,655.35,4,0,6278.02,563.25,15.667,0,0,614.4,6278,82580069.333,100,0,369.6,17.59,6501.264,2024-02-22 13:38:14-06:00,3,13,38,14
231,2024-02-22 19:38:15,26.22,1,0,60,10,0,-100,240.3,655.35,4,0,6298.021,563.25,16,0,0,614.4,6298,82580072,100,0,369.6,17.59,6501.264,2024-02-22 13:38:15-06:00,3,13,38,15
232,2024-02-22 19:38:16,26.22,1,0,60,10,0,-100,240.3,655.35,4,0,6298.021,563.25,16,0,0,614.4,6298,82580072,100,0,369.55,17.33,6404.301,2024-02-22 13:38:16-06:00,3,13,38,16
233,2024-02-22 19:38:17,26.34,1,0,60,10,0,-100,240.4,655.35,4,0,6330.02,563.25,16,0,0,614.4,6330,82580072,100,0,369.55,17.33,6404.301,2024-02-22 13:38:17-06:00,3,13,38,17
234,2024-02-22 19:38:19,25.96,1,0,60,10,0,-100,240.2,655.35,4,0,6238.018,563.25,15,0,0,614.4,6238,82580080,100,0,369.2,17.32,6394.544,2024-02-22 13:38:19-06:00,3,13,38,19
235,2024-02-22 19:38:20,26,1,0,60,10,0,-100,240.2,655.35,4,0,6242.017,563.25,14.5,0,0,614.4,6242,82580080,100,0,367.6,17.42,6403.592,2024-02-22 13:38:20-06:00,3,13,38,20
236,2024-02-22 19:38:21,26.04,1,0,60,10,0,-100,240.2,655.35,4,0,6246.016,563.25,14,0,0,614.4,6246,82580080,100,0,367.6,17.42,6403.592,2024-02-22 13:38:21-06:00,3,13,38,21
237,2024-02-22 19:38:22,26.04,1,0,60,10,0,-100,240.2,655.35,4,0,6246.016,563.25,14,0,0,614.4,6246,82580080,100,0,370.65,18.2,6745.83,2024-02-22 13:38:22-06:00,3,13,38,22
238,2024-02-22 19:38:24,28,1,0,60,10,0,-100,240.5,655.35,4,0,6736.017,563.25,15,0,0,614.4,6736,82580088,100,0,370.5,18.93,7013.565,2024-02-22 13:38:24-06:00,3,13,38,24
239,2024-02-22 19:38:25,28,1,0,60,10,0,-100,240.5,655.35,4,0,6736.017,563.25,15,0,0,614.4,6736,82580088,100,0,370.5,18.93,7013.565,2024-02-22 13:38:25-06:00,3,13,38,25
240,2024-02-22 19:38:26,28.3,1,0,60,10,0,-100,240.567,655.35,4,0,6808.682,563.25,14.667,0,0,614.4,6808.667,82580088,100,0,370.25,19.4,7182.85,2024-02-22 13:38:26-06:00,3,13,38,26
241,2024-02-22 19:38:27,28.9,1,0,60,10,0,-100,240.7,655.35,4,0,6954.014,563.25,14,0,0,614.4,6954,82580088,100,0,370.25,19.4,7182.85,2024-02-22 13:38:27-06:00,3,13,38,27
242,2024-02-22 19:38:28,28.9,1,0,60,10,0,-100,240.7,655.35,4,0,6954.014,563.25,14,0,0,614.4,6954,82580088,100,0,370,19.39,7174.3,2024-02-22 13:38:28-06:00,3,13,38,28
243,2024-02-22 19:38:30,29.17,1,0,60,10,0,-100,240.7,655.35,4,0,7022.021,563.25,17,0,0,614.4,7022,82580104,100,0,369.9,19.43,7187.157,2024-02-22 13:38:30-06:00,3,13,38,30
244,2024-02-22 19:38:31,29.17,1,0,60,10,0,-100,240.7,655.35,4,0,7022.021,563.25,17,0,0,614.4,7022,82580104,100,0,369.9,19.43,7187.157,2024-02-22 13:38:31-06:00,3,13,38,31
245,2024-02-22 19:38:32,29.173,1,0,59.997,10,0,-100,240.7,655.35,4,0,7023.352,563.25,16,0,0,614.4,7023.333,82580104,100,0,369.8,19.41,7177.818,2024-02-22 13:38:32-06:00,3,13,38,32
246,2024-02-22 19:38:33,29.18,1,0,59.99,10,0,-100,240.7,655.35,4,0,7026.014,563.25,14,0,0,614.4,7026,82580104,100,0,369.8,19.41,7177.818,2024-02-22 13:38:33-06:00,3,13,38,33
247,2024-02-22 19:38:35,29.24,1,0,59.99,10,0,-100,240.7,655.35,4,0,7035.021,563.25,17,0,0,614.4,7035,82580112,100,0,369.85,19.45,7193.583,2024-02-22 13:38:35-06:00,3,13,38,35
248,2024-02-22 19:38:36,29.187,1,0,59.99,10,0,-100,240.767,655.35,4,0,7025.022,563.25,17.667,0,0,614.4,7025,82580112,100,0,369.7,19.34,7149.998,2024-02-22 13:38:36-06:00,3,13,38,36
249,2024-02-22 19:38:37,29.16,1,0,59.99,10,0,-100,240.8,655.35,4,0,7020.023,563.25,18,0,0,614.4,7020,82580112,100,0,369.7,19.34,7149.998,2024-02-22 13:38:37-06:00,3,13,38,37
250,2024-02-22 19:38:38,29.117,1,0,59.99,10,0,-100,240.8,655.35,4,0,7011.353,563.25,16.667,0,0,614.4,7011.333,82580114.667,100,0,369.7,19.34,7149.998,2024-02-22 13:38:38-06:00,3,13,38,38
251,2024-02-22 19:38:39,29.03,1,0,59.99,10,0,-100,240.8,655.35,4,0,6994.014,563.25,14,0,0,614.4,6994,82580120,100,0,369.7,19.34,7149.998,2024-02-22 13:38:39-06:00,3,13,38,39
252,2024-02-22 19:38:41,28.97,1,0,59.99,10,0,-100,240.7,655.35,4,0,6974.023,563.25,18,0,0,614.4,6974,82580120,100,0,369.55,19.22,7102.751,2024-02-22 13:38:41-06:00,3,13,38,41
253,2024-02-22 19:38:42,28.91,1,0,59.983,10,0,-100,240.7,655.35,4,0,6956.69,563.25,18,0,0,614.4,6956.667,82580120,100,0,369.5,19.24,7109.18,2024-02-22 13:38:42-06:00,3,13,38,42
254,2024-02-22 19:38:43,28.88,1,0,59.98,10,0,-100,240.7,655.35,4,0,6948.023,563.25,18,0,0,614.4,6948,82580120,100,0,369.5,19.24,7109.18,2024-02-22 13:38:43-06:00,3,13,38,43
255,2024-02-22 19:38:44,28.88,1,0,59.98,10,0,-100,240.7,655.35,4,0,6948.023,563.25,18,0,0,614.4,6948,82580120,100,0,369.3,19.14,7068.402,2024-02-22 13:38:44-06:00,3,13,38,44
256,2024-02-22 19:38:45,28.79,1,0,59.98,10,0,-100,240.7,655.35,4,0,6930.021,563.25,17,0,0,614.4,6930,82580120,100,0,369.3,19.14,7068.402,2024-02-22 13:38:45-06:00,3,13,38,45
257,2024-02-22 19:38:47,28.76,1,0,59.98,10,0,-100,240.6,655.35,4,0,6922.021,563.25,17,0,0,614.4,6922,82580128,100,0,369.3,19.18,7083.174,2024-02-22 13:38:47-06:00,3,13,38,47
258,2024-02-22 19:38:48,28.76,1,0,59.98,10,0,-100,240.6,655.35,4,0,6922.021,563.25,17,0,0,614.4,6922,82580133.333,100,0,368.9,19.09,7042.301,2024-02-22 13:38:48-06:00,3,13,38,48
259,2024-02-22 19:38:49,28.76,1,0,59.98,10,0,-100,240.6,655.35,4,0,6922.021,563.25,17,0,0,614.4,6922,82580136,100,0,368.9,19.09,7042.301,2024-02-22 13:38:49-06:00,3,13,38,49
260,2024-02-22 19:38:50,28.76,1,0,59.98,10,0,-100,240.6,655.35,4,0,6922.021,563.25,17,0,0,614.4,6922,82580136,100,0,369.45,19.08,7049.106,2024-02-22 13:38:50-06:00,3,13,38,50
261,2024-02-22 19:38:51,28.73,1,0,59.98,10,0,-100,240.6,655.35,4,0,6912.019,563.25,16,0,0,614.4,6912,82580136,100,0,369.45,19.08,7049.106,2024-02-22 13:38:51-06:00,3,13,38,51
262,2024-02-22 19:38:53,28.62,1,0,59.98,10,0,-100,240.6,655.35,4,0,6890.019,563.25,16,0,0,614.4,6890,82580144,100,0,369.1,19.08,7042.428,2024-02-22 13:38:53-06:00,3,13,38,53
263,2024-02-22 19:38:54,28.527,1,0,59.98,10,0,-100,240.6,655.35,4,0,6867.355,563.25,17.333,0,0,614.4,6867.333,82580144,100,0,368.95,18.94,6987.913,2024-02-22 13:38:54-06:00,3,13,38,54
264,2024-02-22 19:38:55,28.48,1,0,59.98,10,0,-100,240.6,655.35,4,0,6856.023,563.25,18,0,0,614.4,6856,82580144,100,0,368.95,18.94,6987.913,2024-02-22 13:38:55-06:00,3,13,38,55
265,2024-02-22 19:38:56,28.48,1,0,59.98,10,0,-100,240.6,655.35,4,0,6856.023,563.25,18,0,0,614.4,6856,82580144,100,0,368.9,18.9,6972.21,2024-02-22 13:38:56-06:00,3,13,38,56
266,2024-02-22 19:38:58,28.25,1,0,59.98,10,0,-100,240.6,655.35,4,0,6800.024,563.25,18,0,0,614.4,6800,82580152,100,0,368.8,18.8,6933.44,2024-02-22 13:38:58-06:00,3,13,38,58
267,2024-02-22 19:38:59,28.25,1,0,59.98,10,0,-100,240.6,655.35,4,0,6800.024,563.25,18,0,0,614.4,6800,82580152,100,0,368.8,18.8,6933.44,2024-02-22 13:38:59-06:00,3,13,38,59
268,2024-02-22 19:39:00,28.223,1,0,59.98,10,0,-100,240.567,655.35,4,0,6792.023,563.25,17.667,0,0,614.4,6792,82580152,100,0,368.8,18.8,6933.44,2024-02-22 13:39:00-06:00,3,13,39,0
269,2024-02-22 19:39:01,28.17,1,0,59.98,10,0,-100,240.5,655.35,4,0,6776.021,563.25,17,0,0,614.4,6776,82580152,100,0,368.8,18.8,6933.44,2024-02-22 13:39:01-06:00,3,13,39,1
270,2024-02-22 19:39:03,28.04,1,0,59.98,10,0,-100,240.5,655.35,4,0,6746.021,563.25,17,0,0,614.4,6746,82580160,100,0,368.7,18.58,6850.446,2024-02-22 13:39:03-06:00,3,13,39,3
271,2024-02-22 19:39:04,27.8,1,0,59.98,10,0,-100,240.5,655.35,4,0,6688.017,563.25,15,0,0,614.4,6688,82580160,100,0,368.65,18.5,6820.025,2024-02-22 13:39:04-06:00,3,13,39,4
272,2024-02-22 19:39:05,27.8,1,0,59.98,10,0,-100,240.5,655.35,4,0,6688.017,563.25,15,0,0,614.4,6688,82580160,100,0,368.65,18.5,6820.025,2024-02-22 13:39:05-06:00,3,13,39,5
273,2024-02-22 19:39:06,27.8,1,0,59.98,10,0,-100,240.5,655.35,4,0,6688.017,563.25,15,0,0,614.4,6688,82580160,100,0,368.55,18.27,6733.408,2024-02-22 13:39:06-06:00,3,13,39,6
274,2024-02-22 19:39:07,27.53,1,0,59.98,10,0,-100,240.5,655.35,4,0,6624.024,563.25,18,0,0,614.4,6624,82580168,100,0,368.55,18.27,6733.408,2024-02-22 13:39:07-06:00,3,13,39,7
275,2024-02-22 19:39:09,27.24,1,0,59.98,10,0,-100,240.4,655.35,4,0,6550.02,563.25,16,0,0,614.4,6550,82580176,100,0,368.6,18.09,6667.974,2024-02-22 13:39:09-06:00,3,13,39,9
276,2024-02-22 19:39:10,27.02,1,0,59.98,10,0,-100,240.333,655.35,4,0,6500.685,563.25,15.333,0,0,614.4,6500.667,82580176,100,0,368.45,17.82,6565.779,2024-02-22 13:39:10-06:00,3,13,39,10
277,2024-02-22 19:39:11,26.91,1,0,59.98,10,0,-100,240.3,655.35,4,0,6476.017,563.25,15,0,0,614.4,6476,82580176,100,0,368.45,17.82,6565.779,2024-02-22 13:39:11-06:00,3,13,39,11
278,2024-02-22 19:39:12,26.91,1,0,59.98,10,0,-100,240.3,655.35,4,0,6476.017,563.25,15,0,0,614.4,6476,82580176,100,0,368.45,17.73,6532.619,2024-02-22 13:39:12-06:00,3,13,39,12
279,2024-02-22 19:39:13,26.59,1,0,59.98,10,0,-100,240.4,655.35,4,0,6394.018,563.25,15,0,0,614.4,6394,82580184,100,0,368.45,17.73,6532.619,2024-02-22 13:39:13-06:00,3,13,39,13
280,2024-02-22 19:39:15,26.49,1,0,59.98,10,0,-100,240.3,655.35,4,0,6365.018,563.25,15,0,0,614.4,6365,82580184,100,0,368.4,17.62,6491.208,2024-02-22 13:39:15-06:00,3,13,39,15
281,2024-02-22 19:39:16,26.477,1,0,59.98,10,0,-100,240.233,655.35,4,0,6361.683,563.25,14.333,0,0,614.4,6361.667,82580184,100,0,368.35,17.67,6508.745,2024-02-22 13:39:16-06:00,3,13,39,16
282,2024-02-22 19:39:17,26.47,1,0,59.98,10,0,-100,240.2,655.35,4,0,6360.016,563.25,14,0,0,614.4,6360,82580184,100,0,368.35,17.67,6508.745,2024-02-22 13:39:17-06:00,3,13,39,17
283,2024-02-22 19:39:18,26.47,1,0,59.98,10,0,-100,240.2,655.35,4,0,6360.016,563.25,14,0,0,614.4,6360,82580184,100,0,368.25,17.63,6492.248,2024-02-22 13:39:18-06:00,3,13,39,18
284,2024-02-22 19:39:20,26.42,1,0,59.98,10,0,-100,240.2,655.35,4,0,6348.016,563.25,14,0,0,614.4,6348,82580192,100,0,368.25,17.65,6499.612,2024-02-22 13:39:20-06:00,3,13,39,20
285,2024-02-22 19:39:21,26.42,1,0,59.98,10,0,-100,240.2,655.35,4,0,6348.016,563.25,14,0,0,614.4,6348,82580192,100,0,368.25,17.65,6499.612,2024-02-22 13:39:21-06:00,3,13,39,21
286,2024-02-22 19:39:22,26.41,1,0,59.98,10,0,-100,240.2,655.35,4,0,6344.682,563.25,14,0,0,614.4,6344.667,82580194.667,100,0,368.15,17.57,6468.396,2024-02-22 13:39:22-06:00,3,13,39,22
287,2024-02-22 19:39:23,26.39,1,0,59.98,10,0,-100,240.2,655.35,4,0,6338.016,563.25,14,0,0,614.4,6338,82580200,100,0,368.15,17.57,6468.396,2024-02-22 13:39:23-06:00,3,13,39,23
288,2024-02-22 19:39:25,26.38,1,0,59.98,10,0,-100,240.2,655.35,4,0,6337.016,563.25,14,0,0,614.4,6337,82580200,100,0,368.15,17.63,6490.485,2024-02-22 13:39:25-06:00,3,13,39,25
289,2024-02-22 19:39:26,26.41,1,0,59.97,10,0,-100,240.2,655.35,4,0,6347.015,563.25,14,0,0,614.4,6347,82580208,100,0,368.05,17.62,6485.041,2024-02-22 13:39:26-06:00,3,13,39,26
290,2024-02-22 19:39:27,26.41,1,0,59.97,10,0,-100,240.2,655.35,4,0,6347.015,563.25,14,0,0,614.4,6347,82580208,100,0,368.05,17.62,6485.041,2024-02-22 13:39:27-06:00,3,13,39,27
291,2024-02-22 19:39:28,26.423,1,0,59.973,10,0,-100,240.233,655.35,4,0,6350.015,563.25,14,0,0,614.4,6350,82580208,100,0,368,17.73,6524.64,2024-02-22 13:39:28-06:00,3,13,39,28
292,2024-02-22 19:39:29,26.45,1,0,59.98,10,0,-100,240.3,655.35,4,0,6356.016,563.25,14,0,0,614.4,6356,82580208,100,0,368,17.73,6524.64,2024-02-22 13:39:29-06:00,3,13,39,29
293,2024-02-22 19:39:31,26.54,1,0,59.98,10,0,-100,240.2,655.35,4,0,6374.02,563.25,16,0,0,614.4,6374,82580216,100,0,368,17.71,6517.28,2024-02-22 13:39:31-06:00,3,13,39,31
294,2024-02-22 19:39:32,26.58,1,0,59.98,10,0,-100,240.2,655.35,4,0,6386.018,563.25,15,0,0,614.4,6386,82580216,100,0,367.95,17.81,6553.19,2024-02-22 13:39:32-06:00,3,13,39,32
295,2024-02-22 19:39:33,26.58,1,0,59.98,10,0,-100,240.2,655.35,4,0,6386.018,563.25,15,0,0,614.4,6386,82580216,100,0,367.95,17.81,6553.19,2024-02-22 13:39:33-06:00,3,13,39,33
296,2024-02-22 19:39:34,26.617,1,0,59.98,10,0,-100,240.233,655.35,4,0,6395.352,563.25,15.333,0,0,614.4,6395.333,82580216,100,0,367.9,17.87,6574.373,2024-02-22 13:39:34-06:00,3,13,39,34
297,2024-02-22 19:39:35,26.69,1,0,59.98,10,0,-100,240.3,655.35,4,0,6414.02,563.25,16,0,0,614.4,6414,82580216,100,0,367.9,17.87,6574.373,2024-02-22 13:39:35-06:00,3,13,39,35
298,2024-02-22 19:39:37,26.85,1,0,59.97,10,0,-100,240.3,655.35,4,0,6452.018,563.25,15,0,0,614.4,6452,82580216,100,0,367.85,18.01,6624.979,2024-02-22 13:39:37-06:00,3,13,39,37
299,2024-02-22 19:39:38,26.85,1,0,59.97,10,0,-100,240.3,655.35,4,0,6452.016,563.25,14.333,0,0,614.4,6452,82580221.333,100,0,366.55,17.92,6568.576,2024-02-22 13:39:38-06:00,3,13,39,38
300,2024-02-22 19:39:39,26.85,1,0,59.97,10,0,-100,240.3,655.35,4,0,6452.015,563.25,14,0,0,614.4,6452,82580224,100,0,366.55,17.92,6568.576,2024-02-22 13:39:39-06:00,3,13,39,39
